R	1.014892	0.5543292	4.892807	1477010443050000 	0.8599968	0.6000449	5.199747	0.001796856	5.19974731
R	1.047505	0.3892401	4.511325	1477010443150000 	1.379955	0.6006288	5.198979	0.01077814	5.198990172
R	1.6983	0.2982801	5.209986	1477010443250000 	1.899823	0.6024697	5.197661	0.02693234	5.197730776
R	2.044382	0.2760018	5.043867	1477010443350000 	2.41954	0.606284	5.195728	0.05023894	5.195970881
R	2.990916	0.2176679	5.191807	1477010443450000 	2.939043	0.6127858	5.19309	0.08066803	5.1937165
R	3.593878	0.1354522	5.161753	1477010443550000 	3.458253	0.6226855	5.189627	0.1181798	5.190972439
R	4.255547	0.1648397	5.433327	1477010443650000 	3.977082	0.6366893	5.185194	0.1627238	5.187746703
R	4.670263	0.1481801	5.120847	1477010443750000 	4.495424	0.6554977	5.179618	0.2142382	5.184046743
R	5.251417	0.1271635	4.825914	1477010443850000 	5.013155	0.6798044	5.1727	0.2726487	5.179880559
R	5.267293	0.1216834	5.423506	1477010443950000 	5.530128	0.7102953	5.164221	0.3378677	5.175261647
R	5.905749	0.06329996	4.87968	1477010444050000 	6.046176	0.7476465	5.153933	0.4097925	5.170198764
R	6.673922	0.1256145	5.00687	1477010444150000 	6.561105	0.7925232	5.141571	0.4883049	5.164706577
R	7.318441	0.08629228	4.649107	1477010444250000 	7.074691	0.8455782	5.126847	0.5732691	5.158798079
R	8.124935	0.1010471	5.46424	1477010444350000 	7.586684	0.9074494	5.109456	0.6645307	5.152488881
R	8.450951	0.1048616	4.750535	1477010444450000 	8.0968	0.9787585	5.089074	0.7619151	5.145793311
R	8.575491	0.1653115	5.580596	1477010444550000 	8.604722	1.060109	5.065366	0.8652261	5.138730283
R	9.946663	0.1150557	5.240801	1477010444650000 	9.110101	1.152082	5.037982	0.9742446	5.131317099
R	10.216	0.1498099	5.311647	1477010444750000 	9.612549	1.255239	5.006562	1.088727	5.123571951
R	10.67808	0.162309	4.80661	1477010444850000 	10.11165	1.370112	4.970739	1.208405	5.115514524
R	11.04064	0.1549056	4.564011	1477010444950000 	10.60693	1.497206	4.930142	1.332982	5.107165667
R	11.56684	0.1238384	5.142052	1477010445050000 	11.0979	1.636997	4.884396	1.462135	5.098545189
R	11.57909	0.1333215	4.869483	1477010445150000 	11.58403	1.789925	4.833131	1.595511	5.089676867
R	12.32484	0.1752895	5.277554	1477010445250000 	12.06475	1.956393	4.775977	1.732729	5.080581275
R	12.67093	0.1407283	5.316736	1477010445350000 	12.53944	2.136766	4.712575	1.873377	5.071282334
R	13.48558	0.1988829	5.446424	1477010445450000 	13.00747	2.331365	4.642576	2.017013	5.06180337
R	13.08715	0.2410651	4.512749	1477010445550000 	13.46816	2.540465	4.565645	2.163167	5.052168419
R	14.09883	0.1955096	4.806121	1477010445650000 	13.92079	2.764295	4.481466	2.311336	5.042401374
R	14.8371	0.1946756	5.23337	1477010445750000 	14.36462	3.003029	4.389744	2.460991	5.032527107
R	15.20044	0.2635874	5.157074	1477010445850000 	14.7989	3.256787	4.290211	2.611572	5.022570929
R	15.91832	0.263598	4.665886	1477010445950000 	15.22281	3.525634	4.182627	2.762494	5.012558401
R	16.08904	0.2135971	4.785617	1477010446050000 	15.63555	3.809572	4.066782	2.913146	5.002512914
R	16.87285	0.2525647	4.409944	1477010446150000 	16.03628	4.108544	3.942506	3.062895	4.992462252
R	17.34772	0.2613451	4.725413	1477010446250000 	16.42415	4.422425	3.809664	3.211085	4.982429796
R	17.67566	0.2927638	3.910063	1477010446350000 	16.79829	4.751025	3.668167	3.357042	4.972442069
R	17.95369	0.2617692	4.232321	1477010446450000 	17.15785	5.094087	3.517967	3.500079	4.962524037
R	18.27333	0.2627336	4.059723	1477010446550000 	17.50193	5.451283	3.359066	3.639494	4.952700371
R	18.92217	0.3266452	3.862134	1477010446650000 	17.82969	5.822214	3.191515	3.774579	4.942996523
R	19.35474	0.3584596	4.079367	1477010446750000 	18.14025	6.20641	3.015416	3.90462	4.933436023
R	19.69657	0.3645454	3.876283	1477010446850000 	18.43277	6.603332	2.830926	4.028904	4.924044015
R	20.15562	0.367622	4.112032	1477010446950000 	18.70641	7.012367	2.638255	4.146722	4.914844127
R	19.97008	0.3796707	3.50583	1477010447050000 	18.96038	7.432831	2.437668	4.257374	4.905859624
R	20.77788	0.3782804	3.786478	1477010447150000 	19.1939	7.863973	2.229486	4.360172	4.897112179
R	20.70483	0.4057276	3.775144	1477010447250000 	19.40622	8.304973	2.014087	4.454448	4.888624902
R	21.38561	0.4015779	3.382438	1477010447350000 	19.59665	8.754945	1.7919	4.539558	4.88041929
R	21.78059	0.4506521	3.223975	1477010447450000 	19.76453	9.212939	1.563411	4.614883	4.872514655
R	21.91286	0.4619306	2.967071	1477010447550000 	19.90925	9.677948	1.329157	4.679842	4.864933656
R	22.39827	0.5417454	3.37282	1477010447650000 	20.03028	10.1489	1.089723	4.733887	4.857693109
R	22.44786	0.5020776	2.776926	1477010447750000 	20.12711	10.62469	0.8457419	4.776515	4.850811778
R	23.02042	0.5657554	3.018032	1477010447850000 	20.19934	11.10414	0.5978916	4.80727	4.844307919
R	22.77598	0.567455	2.088345	1477010447950000 	20.24661	11.58605	0.3468889	4.825745	4.838196639
R	23.27857	0.5400205	3.009403	1477010448050000 	20.26865	12.06917	0.09348704	4.83159	4.832494362
R	23.59188	0.5575289	1.964596	1477010448150000 	20.26525	12.55222	-0.161529	4.824512	4.827215311
R	24.24129	0.5300348	2.162649	1477010448250000 	20.2363	13.03389	-0.4173476	4.804279	4.822372417
R	24.02551	0.5978702	2.138422	1477010448350000 	20.18176	13.51286	-0.6731354	4.770724	4.8179787
R	24.42838	0.5870345	1.748815	1477010448450000 	20.10167	13.98779	-0.9280429	4.723745	4.814045123
R	24.38126	0.632018	1.730798	1477010448550000 	19.99617	14.45734	-1.18121	4.663306	4.810579998
R	24.51675	0.6085898	1.71283	1477010448650000 	19.86547	14.92016	-1.431773	4.589443	4.807594094
R	25.22058	0.6540478	0.4803339	1477010448750000 	19.70988	15.37492	-1.678869	4.502259	4.805094923
R	25.00306	0.6477343	1.139959	1477010448850000 	19.5298	15.82028	-1.921641	4.401925	4.803087324
R	24.96016	0.6959447	1.211753	1477010448950000 	19.32569	16.25495	-2.159249	4.288681	4.801576925
R	25.33677	0.6986472	0.7226981	1477010449050000 	19.09812	16.67766	-2.39087	4.162835	4.800568153
R	25.85594	0.7545977	-0.06123462	1477010449150000 	18.84772	17.08715	-2.615706	4.024759	4.8000628
R	25.38069	0.7356163	1.063818	1477010449250000 	18.57522	17.48223	-2.832993	3.874888	4.800063161
R	25.29413	0.7633908	0.6723325	1477010449350000 	18.2814	17.86174	-3.042	3.713717	4.800568503
R	25.32084	0.762942	-0.09287384	1477010449450000 	17.96714	18.22458	-3.24204	3.541796	4.80157706
R	26.16239	0.7659556	0.152289	1477010449550000 	17.63336	18.56972	-3.432473	3.359728	4.803086833
R	25.36798	0.7933577	-0.2534287	1477010449650000 	17.28105	18.89616	-3.612708	3.168166	4.805094681
R	26.00527	0.8613676	-0.1640649	1477010449750000 	16.91126	19.20299	-3.782209	2.967804	4.807594565
R	25.88898	0.8963169	-0.5303225	1477010449850000 	16.52509	19.48937	-3.940499	2.759375	4.810580293
R	24.57864	0.8382907	-0.8677002	1477010449950000 	16.12368	19.75453	-4.087163	2.543645	4.814045209
R	25.15517	0.8693717	-0.4224206	1477010450050000 	15.70822	19.99779	-4.221847	2.321406	4.817978612
R	25.72646	0.9782444	-0.7463289	1477010450150000 	15.27991	20.21853	-4.344266	2.093474	4.822372908
R	24.81488	0.9343931	-1.045395	1477010450250000 	14.83999	20.41623	-4.454198	1.860679	4.827215156
R	25.15355	0.9881223	-1.296024	1477010450350000 	14.38972	20.59044	-4.551492	1.623862	4.832494927
R	25.02362	0.9855468	-1.500105	1477010450450000 	13.93037	20.74081	-4.636061	1.383865	4.838196351
R	24.66558	0.9757481	-2.009127	1477010450550000 	13.46322	20.86706	-4.707889	1.141531	4.84430716
R	24.97332	1.010729	-1.834265	1477010450650000 	12.98953	20.96901	-4.767024	0.8976939	4.850811494
R	24.54255	1.082333	-2.030693	1477010450750000 	12.51056	21.04653	-4.813579	0.6531754	4.85769296
R	24.47236	1.040121	-2.241985	1477010450850000 	12.02757	21.09961	-4.847729	0.4087779	4.864933281
R	23.6708	1.062204	-2.414893	1477010450950000 	11.54179	21.1283	-4.869711	0.1652807	4.872515052
R	23.10852	1.09641	-2.608439	1477010451050000 	11.05441	21.13272	-4.879818	-0.07656505	4.880418621
R	23.32606	1.160452	-2.318841	1477010451150000 	10.56661	21.11308	-4.878398	-0.3160405	4.888624412
R	23.51575	1.132521	-2.697811	1477010451250000 	10.07952	21.06966	-4.86585	-0.5524629	4.897112565
R	23.10199	1.15259	-2.349513	1477010451350000 	9.594224	21.00278	-4.842616	-0.7851892	4.905858926
R	23.07927	1.140184	-2.849064	1477010451450000 	9.11177	20.91285	-4.809186	-1.013619	4.914844195
R	22.30044	1.113492	-2.997998	1477010451550000 	8.633149	20.80033	-4.766084	-1.237197	4.924044386
R	22.11313	1.186202	-3.204172	1477010451650000 	8.159301	20.66572	-4.713869	-1.455416	4.9334366
R	22.25826	1.189114	-3.51245	1477010451750000 	7.691106	20.50959	-4.653129	-1.667815	4.942996699
R	21.333	1.231897	-3.3258	1477010451850000 	7.229386	20.33255	-4.584476	-1.873985	4.952700271
R	21.29997	1.241219	-3.358831	1477010451950000 	6.774898	20.13522	-4.508543	-2.073567	4.96252356
R	21.28819	1.251795	-3.501646	1477010452050000 	6.328338	19.91829	-4.425978	-2.266252	4.972441994
R	20.20617	1.30633	-3.869102	1477010452150000 	5.890335	19.68245	-4.337438	-2.451782	4.982429466
R	19.8966	1.267072	-3.803051	1477010452250000 	5.461452	19.42844	-4.24359	-2.629947	4.992462049
R	20.17503	1.275367	-3.51253	1477010452350000 	5.042187	19.157	-4.1451	-2.800587	5.002513524
R	19.45801	1.364443	-3.99074	1477010452450000 	4.632969	18.86888	-4.042634	-2.963587	5.012557986
R	19.05032	1.321916	-3.639196	1477010452550000 	4.234162	18.56485	-3.936854	-3.118879	5.022571616
R	19.14442	1.39096	-4.535682	1477010452650000 	3.846064	18.24569	-3.828411	-3.266436	5.032527688
R	18.4355	1.335321	-3.744945	1477010452750000 	3.468909	17.91216	-3.717946	-3.406272	5.042401352
R	18.08421	1.423359	-4.420542	1477010452850000 	3.102868	17.56504	-3.606085	-3.538439	5.05216781
R	17.39911	1.381938	-4.601534	1477010452950000 	2.748048	17.20508	-3.493438	-3.663024	5.061803422
R	17.07984	1.420914	-3.824959	1477010453050000 	2.404499	16.83304	-3.380593	-3.780145	5.071282407
R	16.1262	1.472827	-3.95475	1477010453150000 	2.072212	16.44966	-3.268118	-3.88995	5.080581292
R	16.36184	1.464027	-4.003385	1477010453250000 	1.751122	16.05566	-3.15656	-3.99261	5.089676379
R	15.63569	1.467663	-4.662337	1477010453350000 	1.441111	15.65174	-3.046439	-4.088322	5.098545612
R	15.55012	1.51746	-4.273719	1477010453450000 	1.14201	15.23859	-2.93825	-4.177299	5.107165554
R	15.24832	1.5031	-4.044025	1477010453550000 	0.8536038	14.81686	-2.832463	-4.25977	5.115514353
R	14.26279	1.520141	-4.698062	1477010453650000 	0.5756284	14.3872	-2.729522	-4.335977	5.123571693
R	13.96048	1.573146	-5.032365	1477010453750000 	0.3077789	13.95022	-2.629841	-4.406172	5.131317119
R	13.63781	1.566951	-4.990904	1477010453850000 	0.04970987	13.5065	-2.533811	-4.47061	5.138730578
R	13.1485	1.591716	-4.45625	1477010453950000 	-0.1989619	13.05661	-2.441793	-4.529552	5.145793853
R	12.3753	1.62616	-4.328083	1477010454050000 	-0.4386543	12.60108	-2.354123	-4.583257	5.152488702
R	12.55839	1.648282	-4.431935	1477010454150000 	-0.6698175	12.14043	-2.27111	-4.631982	5.158798104
R	11.71827	1.679179	-4.459552	1477010454250000 	-0.8929313	11.67513	-2.193038	-4.675979	5.164706698
R	10.99519	1.651961	-4.102738	1477010454350000 	-1.108503	11.20565	-2.120166	-4.715491	5.170199149
R	10.97832	1.689393	-4.762109	1477010454450000 	-1.317063	10.73243	-2.052728	-4.750751	5.175261086
R	10.14701	1.728434	-4.756978	1477010454550000 	-1.519166	10.25587	-1.990935	-4.781982	5.179881661
R	10.09269	1.729699	-4.343809	1477010454650000 	-1.715386	9.776375	-1.934975	-4.809388	5.184046796
R	9.64457	1.808595	-4.639441	1477010454750000 	-1.906314	9.29431	-1.885015	-4.83316	5.187746826
R	9.341877	1.782794	-4.203126	1477010454850000 	-2.092558	8.810032	-1.841199	-4.853471	5.190972405
R	8.615254	1.884512	-4.311616	1477010454950000 	-2.274737	8.323878	-1.803653	-4.870475	5.19371648
R	8.821033	1.831416	-4.168766	1477010455050000 	-2.453484	7.836172	-1.772481	-4.884304	5.195970983
R	8.005974	1.96604	-3.625553	1477010455150000 	-2.629442	7.347226	-1.747769	-4.895069	5.197729985
R	7.730775	1.940595	-4.034381	1477010455250000 	-2.803258	6.857341	-1.729583	-4.902861	5.198990608
R	6.869147	1.955318	-3.356661	1477010455350000 	-2.975588	6.36681	-1.717972	-4.907743	5.199747027
R	7.04054	2.091356	-3.618058	1477010455450000 	-3.147091	5.875923	-1.712966	-4.90976	5.199999594
R	6.096622	2.122862	-2.991481	1477010455550000 	-3.318429	5.384965	-1.71458	-4.90893	5.199747909
R	6.018233	2.176838	-3.190968	1477010455650000 	-3.490264	4.89422	-1.722807	-4.905246	5.198990506
R	5.452309	2.269008	-2.362956	1477010455750000 	-3.663255	4.403976	-1.737625	-4.898679	5.197729945
R	5.780149	2.350653	-2.409347	1477010455850000 	-3.83806	3.914523	-1.758994	-4.889177	5.195970711
R	5.751282	2.399056	-1.5502	1477010455950000 	-4.015331	3.426159	-1.786856	-4.876663	5.19371701
R	5.155387	2.548411	-1.027061	1477010456050000 	-4.195715	2.939189	-1.821133	-4.861036	5.190972587
R	4.998598	2.64081	-0.775703	1477010456150000 	-4.379848	2.453932	-1.86173	-4.842177	5.187746784
R	4.705897	2.719343	0.3635399	1477010456250000 	-4.568357	1.970717	-1.908533	-4.819942	5.184046595
R	5.184515	2.860923	0.871208	1477010456350000 	-4.761856	1.489891	-1.961404	-4.794169	5.179880506
R	5.107773	2.922742	1.072007	1477010456450000 	-4.960945	1.011817	-2.02019	-4.764679	5.175261695
R	4.850741	3.104268	1.755781	1477010456550000 	-5.166206	0.5368762	-2.084711	-4.731272	5.170198709
R	6.005131	3.190031	1.776367	1477010456650000 	-5.378204	0.0654719	-2.154769	-4.693737	5.164706813
R	5.646317	-3.115994	2.506136	1477010456750000 	-5.597482	-0.4019714	-2.230141	-4.651846	5.158798318
R	5.358672	-3.005982	3.304336	1477010456850000 	-5.824559	-0.8650057	-2.310579	-4.605362	5.152488182
R	5.882792	-2.878714	3.255099	1477010456950000 	-6.059928	-1.323159	-2.395814	-4.554039	5.145794004
R	6.361756	-2.861339	4.186973	1477010457050000 	-6.304056	-1.775933	-2.485549	-4.497621	5.138730241
R	7.323691	-2.840141	3.856017	1477010457150000 	-6.557376	-2.222807	-2.579462	-4.435853	5.131317184
R	7.628759	-2.783213	4.248146	1477010457250000 	-6.82029	-2.663229	-2.677204	-4.368474	5.12357164
R	7.832033	-2.717858	4.17322	1477010457350000 	-7.093162	-3.096627	-2.778402	-4.295227	5.115514896
R	8.782363	-2.657161	4.417689	1477010457450000 	-7.376317	-3.522399	-2.882652	-4.215858	5.107165675
R	8.466428	-2.66525	4.645396	1477010457550000 	-7.67004	-3.93992	-2.989527	-4.130121	5.098545985
R	9.291522	-2.626352	4.653436	1477010457650000 	-7.974572	-4.348541	-3.09857	-4.03778	5.089676156
R	9.798837	-2.611289	4.32196	1477010457750000 	-8.290105	-4.747588	-3.209302	-3.938615	5.080581408
R	9.802091	-2.630737	4.404867	1477010457850000 	-8.616782	-5.136369	-3.321214	-3.83242	5.071282431
R	10.68456	-2.579587	4.696358	1477010457950000 	-8.954695	-5.514169	-3.433775	-3.719011	5.061803391
R	10.39385	-2.593059	4.474467	1477010458050000 	-9.303882	-5.880259	-3.546428	-3.598229	5.052168197
R	11.71653	-2.562531	4.727339	1477010458150000 	-9.664322	-6.233892	-3.658598	-3.469939	5.042401808
R	12.41835	-2.60434	5.088445	1477010458250000 	-10.03594	-6.574313	-3.769685	-3.334038	5.032527634
R	12.22652	-2.560613	5.054863	1477010458350000 	-10.41859	-6.900754	-3.879073	-3.190457	5.022571374
R	12.86009	-2.581386	5.086446	1477010458450000 	-10.81208	-7.212446	-3.986131	-3.03916	5.012557616
R	13.2295	-2.550653	4.90432	1477010458550000 	-11.21613	-7.508615	-4.090214	-2.880154	5.002513131
R	13.64225	-2.562944	4.892821	1477010458650000 	-11.63042	-7.788492	-4.190665	-2.713485	4.992461716
R	14.30946	-2.558143	4.496727	1477010458750000 	-12.05455	-8.051314	-4.286824	-2.539242	4.982430124
R	14.80702	-2.569118	5.276673	1477010458850000 	-12.48806	-8.296329	-4.378023	-2.357561	4.972441981
R	15.15301	-2.570225	4.469576	1477010458950000 	-12.93042	-8.522802	-4.463597	-2.168626	4.96252324
R	16.18677	-2.590798	5.01852	1477010459050000 	-13.38102	-8.730018	-4.542886	-1.972669	4.952699889
R	15.94577	-2.596823	4.287804	1477010459150000 	-13.83922	-8.917288	-4.615237	-1.769971	4.942996046
R	16.93662	-2.595538	5.128914	1477010459250000 	-14.30428	-9.083954	-4.68001	-1.560863	4.933435609
R	17.30411	-2.572383	4.587093	1477010459350000 	-14.7754	-9.229392	-4.736584	-1.345729	4.92404453
R	18.38249	-2.586137	4.685169	1477010459450000 	-15.25175	-9.353023	-4.784356	-1.125	4.914843572
